"incident_id","student_id","date_of_event","date_of_action","incident_type","action_taken","school_id","description"
"647","q09tmULh","2024-11-21","2024-11-21","dress code","detention","chs","Student was in violation of dress code for wearing pajama pants to school. Despite multiple warnings, student was defiant and unapologetic. Detention is assigned for further non-compliance."
"648","NRarySdW","2024-11-21","2024-11-21","academic dishonesty","ISS","chs","Student caught plagiarizing a Wikipedia article for a history project. Tried to pass off outdated facts as their own research. Showed no remorse during questioning, claiming ignorance of the rules. A brazen attempt that can't slide in my class."
"649","d1JcZhwO","2024-11-21","2024-11-21","academic dishonesty","parent conference","chs","Student caught plagiarizing material from an unknown source during a timed assessment. Student was sneaky, trying to hide screens with erratic clicking. Parent conference ordered to discuss the importance of academic integrity."
"650","xWDK81uN","2024-11-21","2024-11-21","academic dishonesty","ISS","chs","Student caught plagiarizing a Wikipedia article for a history project. Initially denied it, but later admitted when confronted with evidence. Showed no remorse. Kept muttering excuses and blaming others. Sullen during the entire meeting."
"651","HM3nqeIK","2024-11-21","2024-11-21","bullying","warning","dhs","Student engaged in repeated verbal taunts during lunchtime, displaying a smug demeanor. Insensitive comments targeted a peer's appearance, causing visible distress. Witnesses report student's unusual habit of tapping foot rhythmically while speaking. Action taken: warning issued."
"652","j3DOqCnz","2024-11-21","2024-11-21","academic dishonesty","warning","chs","Student was caught plagiarizing material from an unknown source during a mid-morning English class. Showed defiance when confronted, claiming innocence despite clear evidence. A copy of the plagiarized work was found hidden underneath the desk afterwards."
"653","hMC6ZBoK","2024-11-21","2024-11-21","academic dishonesty","suspension","chs","Student caught plagiarizing a research paper. Showed no remorse, even after being confronted with evidence. Tried to argue that using online sources verbatim was acceptable. Refused to admit fault or accept consequences."
"654","MkYgAWg3","2024-11-22","2024-11-22","bullying","parent conference","chs","Student displayed aggressive behavior during lunch, targeting another student's physical appearance. Witnessed calling names loudly, refusing to stop when asked. Conference with parent needed to address behavior."
"655","35io4Jsx","2024-11-22","2024-11-22","academic dishonesty","parent conference","ajh","The student was caught using a cheat sheet during a math test. Despite being caught, the student initially denied it but later admitted to the offense. During the confrontation, the student seemed nervous and avoided making eye contact."
"656","ERlyf9bz","2024-11-22","2024-11-22","bullying","ISS","chs","Student engaged in persistent name-calling and intimidation towards another student during lunch, escalating to physical shoving. Showed no remorse and attempted to gather an audience during the incident. Displayed a defiant attitude when confronted."
"657","f1u4mqmY","2024-11-22","2024-11-22","theft","parent conference","chs","Student caught stealing multiple packs of gum after school from the teacher's lounge. Student's demeanor was nervous, tried to hide the gum in their bag before being confronted. Parent conference required."
"658","ppKcjle3","2024-11-22","2024-11-22","bullying","suspension","ajh","Student engaged in persistent verbal bullying towards a peer, making derogatory remarks loudly in the cafeteria. Refused to follow staff instructions, displaying a defiant attitude throughout the incident. This behavior is concerning and requires immediate intervention to ensure a safe learning environment."
"659","erXWZSvZ","2024-11-22","2024-11-22","academic dishonesty","detention","ajh","Student was caught copying answers during a math test. Despite initial denial, eventually admitted to cheating. Showed remorse but seemed anxious. Perplexed when caught due to meticulous preparation. Detention ordered."
"660","WiWuJ1eq","2024-11-22","2024-11-22","dress code","detention","ajh","Student was in violation of dress code by wearing a hoodie with a large logo, sunglasses indoors, and flip-flops. Despite multiple warnings, student's demeanor was uncooperative. Detention is ordered to address the seriousness of the offense."
"661","iN7sE2oJ","2024-11-22","2024-11-22","academic dishonesty","ISS","chs","Student caught plagiarizing a Wikipedia article during a pop quiz. Tried to debate the definition of ""plagiarism"" with a smirk. Refused to admit wrongdoing until faced with concrete evidence."
"662","5vYZKGcS","2024-11-22","2024-11-22","altercation","ISS","chs","Altercation in cafeteria during lunch, student was combative and refused to cooperate with staff. Pots and pans were thrown, resulting in chaos. Student finally restrained by security. ISS recommended for safety of all involved."
"663","zobNNcmX","2024-11-22","2024-11-22","dress code","detention","ajh","Student was in violation of dress code for wearing flip-flops, ripped jeans, and a tank top with offensive language. Despite multiple warnings, student continued to defy rules. Showed defiance during confrontation."
"664","ObRWdefH","2024-11-22","2024-11-22","altercation","ISS","chs","Altercation in cafeteria during lunch, student was combative and refused to follow staff instructions. Pots and pans were involved as makeshift shields. No injuries, but disruption was extreme."
"665","wJN1SvbR","2024-11-22","2024-11-22","academic dishonesty","ISS","ajh","Student was caught using a smartwatch to cheat on a math test. Despite being cooperative, student showed no remorse for their actions. Discovery was made during afternoon study hall."
"666","KvzTPyiY","2024-11-22","2024-11-22","altercation","warning","dhs","Description: Student engaged in a verbal altercation during lunch break. Raised voice, aggressive body language. Incident involved a missing pen and escalated quickly. Suggest monitoring student interactions to prevent future altercations."
"667","vYvUVVU6","2024-11-25","2024-11-25","bullying","ISS","chs","Student engaged in persistent name-calling and intimidation towards another student during lunch, escalating to physical shoving. Showed no remorse and attempted to gather an audience during the incident. Discovery of a list of derogatory nicknames in student's possession."
"668","WDwLjMiA","2024-11-25","2024-11-25","bullying","ISS","chs","Student engaged in persistent name-calling and intimidation towards another student during lunchtime. Student showed no remorse and refused to acknowledge the severity of their actions. This behavior will not be tolerated at our school."
"669","04dxvHau","2024-11-25","2024-11-25","altercation","detention","bjh","During lunch, student engaged in a verbal altercation in the cafeteria, becoming increasingly agitated. The conflict escalated to a minor physical push before staff intervened. Detention is warranted to address behavior concerns."
"670","Pw7c6OGr","2024-11-25","2024-11-25","dress code","warning","chs","Student received a warning for violating dress code during afternoon classes. Attire was deemed too casual, with oversized sunglasses worn indoors. Student seemed indifferent to protocol."
"671","NFTgzb2R","2024-11-25","2024-11-25","academic dishonesty","detention","ajh","Student was caught copying answers during a math test. Despite initial denial, later admitted to cheating. Showed remorse during the disciplinary meeting but seemed surprised by the consequences. Detention is needed to address this concerning behavior promptly."
"672","YiBCz48M","2024-11-25","2024-11-25","bullying","parent conference","chs","During lunch, student displayed aggressive behavior towards another student, calling names and making threats. Student showed no remorse and laughed at the victim's reaction. Parent conference required to address behavior immediately."
"673","vMhPg0OG","2024-11-25","2024-11-25","academic dishonesty","ISS","ajh","Student was caught copying answers during a math test. Despite being caught, student showed no remorse and attempted to justify their actions. This incident of academic dishonesty was a serious violation of our school's code of conduct."
"674","yF06Fc5X","2024-11-24","2024-11-25","dress code","suspension","chs","Student was wearing a neon green cowboy hat, sparkly pink stilettos, and a Hawaiian shirt. Refused to remove items despite multiple warnings. Defiant attitude during confrontation. Action required to uphold school standards."
"675","nQcZeQe5","2024-11-26","2024-11-26","dress code","warning","chs","Student received a warning for violating dress code by wearing pajama pants during school hours. Despite reminder, student's demeanor was indifferent towards following guidelines. This is a serious violation that must be corrected for a proper learning environment."
"676","iGgV1c6H","2024-11-25","2024-11-26","altercation","ISS","ajh","Student engaged in a physical altercation in the cafeteria during lunchtime. Student was highly agitated and used an unusual choice of words during the incident. The severity of the altercation warrants ISS as a consequence."
"677","LePvpMBo","2024-11-25","2024-11-26","academic dishonesty","suspension","chs","Student caught plagiarizing a history paper. Showed no remorse, even after proof was presented. Spent more time making excuses than admitting fault. Suspected of similar offenses in the past. Suspend immediately pending further investigation."
"678","QPk72aqi","2024-11-26","2024-11-26","altercation","detention","ajh","After an incident during lunch, student involved in a verbal altercation escalated to physical shoving. Despite attempts to de-escalate, student continued with aggressive behavior. Student's demeanor was confrontational and uncooperative throughout."
"679","25YIa6U5","2024-11-26","2024-11-26","dress code","ISS","chs","Student's attire violated policy with excessive piercings, ripped jeans, and a shirt with inappropriate slogan. Despite warnings, student displayed defiance and argued during confrontation. ISS assigned for blatant disrespect and repeated infractions."
"680","lkrIx1uu","2024-11-26","2024-11-26","theft","ISS","chs","Student was caught stealing multiple items from a teacher's desk during lunch break. Despite repeated warnings, they showed no remorse. The severity of the theft and lack of cooperation warranted a punishment of ISS."
"681","gsjBRFrS","2024-11-26","2024-11-26","academic dishonesty","detention","bjh","Student was observed sneaking notes into their pencil case during a surprise quiz. When confronted, student appeared nervous but eventually admitted to cheating. Notes were written in blue ink on yellow paper, a stark contrast to the white quiz paper."
"682","lsFUSQ7X","2024-11-26","2024-11-26","altercation","detention","bjh","During lunch, student engaged in a verbal altercation in the cafeteria, becoming increasingly agitated. The argument escalated to a minor physical confrontation before staff intervened. Detention is warranted for behavior management and conflict resolution skills."
"683","wl4tPk1m","2024-11-26","2024-11-26","academic dishonesty","ISS","chs","Student caught plagiarizing a Wikipedia article for a history project. Initially denied wrongdoing, but later admitted. Demeanor was defiant during confrontation, but showed remorse after consequences were discussed."
"684","F81flxWH","2024-11-26","2024-11-26","bullying","ISS","ajh","Student engaged in persistent verbal bullying towards a peer during lunch, using threatening language and intimidating gestures. Student showed a lack of remorse and continued their behavior even after being warned by staff."
"685","mp3pZOkN","2024-11-27","2024-11-27","bullying","warning","dhs","Student displayed aggressive behavior during lunch, targeting a peer repeatedly by imitating their speech impediment. Student also made derogatory remarks about peer's appearance. Witnesses report discomfort and peer has shown signs of distress. Warning issued for bullying behavior."
"686","b7Kka2Q0","2024-11-27","2024-11-27","academic dishonesty","ISS","chs","Student caught plagiarizing a research paper. Showed no remorse, claimed the dog ate their citations. Suspiciously detailed knowledge of obscure Harvard referencing rules. Perpetrator tried to bribe their way out with stale cafeteria cookies. ISS ordered."
"687","AI2iTe7j","2024-11-27","2024-11-27","academic dishonesty","ISS","chs","Student's attempt at cleverness backfired when caught plagiarizing an online encyclopedia for history essay. Demeanor shifted from confident to nervous. Severity compounded by attempted deletion of footnotes in a last-ditch effort to cover tracks."
"688","OwTMqtEv","2024-11-27","2024-11-27","disruption","detention","chs","Student was yelling and throwing objects in cafeteria during lunch. Refused to follow staff instructions and attempted to climb onto tables. Other students were frightened."
"689","dxTQMF3J","2024-11-27","2024-11-27","academic dishonesty","detention","chs","Student caught plagiarizing a research paper. Showed no remorse, claimed ignorance. Used obscure sources including a recipe for lasagna. Detention required for a serious offense."
"690","4Gx2EZUg","2024-11-27","2024-11-27","altercation","parent conference","ajh","""Student was involved in an altercation during lunch hours, displaying aggressive behavior and refusing to follow instructions. The incident culminated in a physical struggle involving food items from cafeteria trays. Parent conference is warranted to address the student's conduct."""
"691","Y1Q2MkBa","2024-11-27","2024-11-27","bullying","ISS","chs","Student engaged in persistent name-calling and intimidation towards another student during lunchtime. Student's demeanor was aggressive, and the severity of their actions caused distress to the victim. This behavior will not be tolerated. ISS is necessary."
"692","Xeo0QDjP","2024-11-28","2024-11-28","disruption","suspension","chs","Student was yelling profanities in the cafeteria during lunch, overturning chairs and throwing food. Refused to follow staff instructions and attempted to leave campus before being escorted to the office."
"693","vY1U0jZD","2024-11-28","2024-11-28","academic dishonesty","parent conference","chs","Student caught plagiarizing material from an unknown source during a timed assessment. Was highly defensive and uncooperative, refusing to admit fault. Parent conference ordered to discuss the severity of the offense and necessary steps for improvement."
"694","zNSsnRHy","2024-11-28","2024-11-28","bullying","warning","ajh","Student engaged in persistent name-calling during lunch, targeting another student's physical appearance. Showed defiance when confronted, claiming it was a ""joke."" Refused to apologize initially but eventually did so insincerely."
"695","UbL7w1Ke","2024-11-27","2024-11-28","altercation","ISS","chs","Altercation in cafeteria during lunch, student was combative and refused to cooperate with staff. Pots and pans were thrown, resulting in chaos. Student showed no remorse for disruption caused. ISS ordered."
"696","7GAUFBli","2024-11-28","2024-11-28","altercation","ISS","chs","Altercation in cafeteria during lunch, student was combative and refused to cooperate with staff. Pots and pans were involved as makeshift shields. No injuries, but a chaotic scene ensued. Student's attitude was defiant throughout. ISS is warranted to address behavior."
"697","uOUeLuCk","2024-11-28","2024-11-28","dress code","ISS","chs","Student's attire violated policy with excessive piercings, ripped jeans, and a shirt with inappropriate slogan. Despite warnings, student displayed defiance and argued during confrontation. ISS assigned for blatant disrespect and repeated infractions."
"698","cpwH3pSN","2024-11-27","2024-11-28","dress code","suspension","chs","Student was in violation of dress code wearing a bright purple cowboy hat during class. Despite multiple warnings, student refused to remove it, disrupting the learning environment. Suspension is necessary to uphold and enforce school rules consistently."
"699","JwFxsIr9","2024-11-28","2024-11-28","academic dishonesty","suspension","chs","Student caught plagiarizing a research paper. Showed no remorse, even argued they didn't know it was wrong. Started sweating profusely and tapping their foot during the conversation."
"700","y2khAjUd","2024-11-28","2024-11-28","bullying","suspension","ajh","Student engaged in persistent verbal bullying, targeting a classmate during lunchtime. Used derogatory language and belittling comments. Ignored warnings and continued behavior even when observed by staff. Actions were unprovoked and caused distress to the victim."
"701","EZJOzicU","2024-11-28","2024-11-28","disruption","suspension","chs","Student disrupted class by loudly playing the clarinet during a math lesson. Ignored repeated warnings and continued to play off-key renditions of ""Baby Shark."" Disruption lasted 15 minutes before removed from class."
"702","P8DKFiUI","2024-11-28","2024-11-28","bullying","parent conference","chs","Student displayed aggressive behavior during lunch, targeting another student's physical appearance. Witnessed calling names loudly, refusing to stop when told. Conference with parent needed to address behavior."
"703","Tj0pOIaJ","2024-11-29","2024-11-29","bullying","warning","ajh","Student engaged in persistent name-calling during lunch, targeting another student's physical appearance. Showed defiance when confronted, claiming it was a ""joke."" Witnessed by multiple students, causing uncomfortable atmosphere in the cafeteria."
"704","OdE9Zqmy","2024-11-29","2024-11-29","bullying","detention","ajh","Student engaged in persistent name-calling and intimidation towards other students during lunch period. Showed defiance and lack of remorse when confronted, even after being warned previously. Incident observed by several staff members."
"705","tBICYeQr","2024-11-29","2024-11-29","academic dishonesty","parent conference","chs","Student caught plagiarizing material from an unknown source during a timed assessment. Despite initial denial, confessed after presented with concrete evidence. Showed lack of remorse and attempted to deflect blame onto a classmate. Parent conference ordered."
"706","99xEy4xF","2024-11-29","2024-11-29","bullying","warning","dhs","Description: Student engaged in repeated verbal intimidation during lunch break, targeting a peer's appearance. Student displayed a mocking demeanor, and their behavior escalated when others joined in. Incident occurred under cafeteria's loud music, causing further distress to the victim. Warning issued."
"707","wa9hU7AB","2024-11-28","2024-11-29","dress code","warning","chs","Student received a warning for violating dress code during afternoon classes. Attire was deemed inappropriate due to extreme shortness of shorts, causing disruption in class. Student was uncooperative when asked to address the issue."
"708","F2wb1zws","2024-11-29","2024-11-29","academic dishonesty","ISS","chs","Student caught plagiarizing a Wikipedia article for a history project. Initially denied wrongdoing, but later admitted. Showed no remorse. Had printed out the Wikipedia page and attempted to pass it off as own work."
"709","VPXCyH1D","2024-11-29","2024-11-29","dress code","detention","chs","Detention issued for dress code violation: Student wearing pajama pants in class, despite repeated warnings. Dress code clearly states no sleepwear allowed. Student showed defiance and argued about the importance of comfort over dress code."
"710","3RuXq0td","2024-11-29","2024-11-29","academic dishonesty","ISS","chs","Student caught plagiarizing a Wikipedia article for a history project. Initially denied it, but later admitted when confronted with evidence. Showed no remorse. Kept muttering excuses and blaming others. ISS assigned."
"711","PksJrWpV","2024-11-29","2024-11-29","academic dishonesty","parent conference","ajh","Student was observed copying answers during a test in a highly sneaky manner. Despite being caught, student initially denied any wrongdoing but later admitted to cheating. Student appeared nervous and avoided eye contact during the discussion about the incident."
"712","DnuzOiZw","2024-11-29","2024-11-29","theft","parent conference","dhs","Student demonstrated concerning behavior by stealing multiple items from school property. The theft occurred during lunchtime and was observed on security footage. Student appeared nervous and secretive while committing the act. Parent conference is necessary to address this serious issue."
"713","iaKm4o9e","2024-11-29","2024-11-29","academic dishonesty","suspension","ajh","Student was caught using a smartwatch to access answers during a history exam. Despite being reminded of the school's academic integrity policy, student attempted to conceal their actions but eventually confessed during a meeting in the principal's office."
"714","PlnpZNG3","2024-11-29","2024-11-29","academic dishonesty","suspension","chs","Student caught plagiarizing a Wikipedia article during a pop quiz. Tried to debate, claiming they were testing your knowledge. Eyes rolling during the confrontation. Suspending for a week to learn a different lesson."
"715","UEa88J70","2024-11-29","2024-11-29","bullying","suspension","chs","Student engaged in repeated name-calling and intimidation towards another student during lunchtime. Student showed no remorse and refused to acknowledge the impact of their actions. This behavior is unacceptable and warrants a suspension."
"716","OtJAdkTr","2024-12-02","2024-12-02","bullying","suspension","chs","Student engaged in repeated name-calling and intimidation towards another student during lunchtime. Student showed no remorse and refused to acknowledge the impact of their actions. This behavior is unacceptable and warrants a suspension."
"717","c63qHVan","2024-12-02","2024-12-02","bullying","ISS","chs","Student engaged in repeated name-calling and intimidation towards another student during lunchtime. Student showed no remorse and refused to acknowledge the impact of their actions. This behavior is unacceptable and warrants disciplinary action."
"718","Z7yaocMF","2024-12-02","2024-12-02","dress code","warning","chs","Student's attire violated policy with excessive piercings, a hat indoors, and neon shoelaces. Despite warnings, student displayed defiance and eye-rolling when asked to comply. Mind their appearance next time."
"719","lHqZyD0e","2024-12-02","2024-12-02","academic dishonesty","ISS","chs","Student caught plagiarizing a Wikipedia article for a history project. Tried to pass off outdated facts as their own research. Showed no remorse or understanding of the severity of their actions."
"720","SH05nRXa","2024-12-01","2024-12-02","dress code","detention","ajh","Student was in violation of dress code by wearing flip-flops, a baseball cap, and torn jeans. Despite multiple warnings, student displayed a defiant attitude when asked to comply. Detention is needed to emphasize the importance of proper attire."
"721","BbCYRxAH","2024-12-02","2024-12-02","academic dishonesty","ISS","ajh","Student was caught copying answers during a math test. Despite being caught, they showed no remorse and even attempted to conceal their cheating by pretending to be looking for a different pencil. Their demeanor was calm and collected throughout the ordeal."
"722","Nh1iBWas","2024-12-03","2024-12-03","dress code","ISS","chs","Student's attire violated policy with excessive piercings, ripped jeans, and a shirt with inappropriate slogan. Despite warnings, student remained defiant and argued during confrontation. ISS assigned for continued disrespect and refusal to comply."
"723","frvhkfcT","2024-12-03","2024-12-03","bullying","ISS","ajh","Student engaged in persistent verbal taunting during lunch, targeting another student's physical appearance. Showed defiance when confronted, only stopping when directly supervised. Raised voices heard from cafeteria."
"724","PqNB8oju","2024-12-03","2024-12-03","academic dishonesty","parent conference","ajh","Student was observed copying answers during a midterm exam. When confronted, they appeared nervous and avoided eye contact. This incident was documented by a teacher and warrants a parent conference to address the seriousness of academic honesty."
"725","rozvsZeG","2024-12-03","2024-12-03","academic dishonesty","ISS","chs","Student caught plagiarizing a Wikipedia article for a history project. Tried to pass off outdated facts as their own research. Showed no remorse or understanding of the severity of their actions. ISS assigned for blatant dishonesty."
"726","ag7RQdWx","2024-12-03","2024-12-03","dress code","detention","chs","Detention issued for dress code violation: Student wearing pajama pants in class, despite repeated warnings. Dress code clearly states no sleepwear allowed. Student was unapologetic and argumentative when confronted."
"727","mzS95bR3","2024-12-03","2024-12-03","altercation","ISS","ajh","Student engaged in a physical altercation in the cafeteria during lunchtime. Student was highly agitated, using aggressive gestures. Oddly, student was wearing a bright yellow hat and mismatched socks.ISS has been ordered to address behavior."
"728","OMAQSMQr","2024-12-03","2024-12-03","altercation","suspension","chs","Altercation in cafeteria during lunch, student was combative and refused to cooperate with staff. Pots and pans were thrown, resulting in chaos. Police were called to intervene."
"729","7Ct22jax","2024-12-03","2024-12-03","bullying","detention","ajh","Student engaged in persistent name-calling and intimidation towards other students during lunch period. Showed defiance and lack of remorse when confronted, even after odd excuse of ""just joking."" Detention is necessary to address behavior promptly."
"730","tBps6JPm","2024-12-04","2024-12-04","dress code","detention","chs","Student's attire violated policy with excessive piercings, ripped jeans, and a shirt with inappropriate slogan. Despite warnings, student was defiant and argued during confrontation. Detention assigned for disrespect and repeated infractions."
"731","Co9bwDam","2024-12-04","2024-12-04","dress code","warning","chs","Student wore pajamas to school, claiming it was for a ""pajama day"" that does not exist. Refused to change despite multiple warnings. Severe violation of dress code. Warning issued."
"732","L3cSm14w","2024-12-04","2024-12-04","dress code","ISS","ajh","Student was wearing a bright purple hoodie with neon yellow stripes, violating dress code policy. Upon confrontation, student showed defiance, insisting their attire was appropriate. ISS ordered due to repeated dress code violations and disrespectful attitude."
"733","jydWQqr3","2024-12-04","2024-12-04","dress code","warning","chs","Student's attire violated policy with excessive piercings, ripped jeans, and a shirt with inappropriate slogan. Despite warnings, student displayed defiance and eye-rolling during discussion of dress code. Action required to avoid future infractions."
"734","Gee1OPTD","2024-12-04","2024-12-04","theft","suspension","chs","Student was caught stealing multiple packs of gum from the school store. The theft occurred during lunchtime, with student nervously glancing around before taking the items. Security footage confirmed the incident."
"735","NBgyJWHP","2024-12-04","2024-12-04","disruption","suspension","chs","Student disrupted class by loudly playing the clarinet during a math lesson. Ignored repeated warnings and continued to play ""Row, Row, Row Your Boat"" off-key. Refused to stop until music teacher intervened."
"736","nL6FeRLr","2024-12-04","2024-12-04","academic dishonesty","suspension","chs","Student caught plagiarizing a Wikipedia article during a pop quiz. Initially denied accusations, but later admitted to copying verbatim. Showed no remorse. Kept glancing at cheat sheet during questioning. Bold move but got busted."
"737","HUdqDpas","2024-12-05","2024-12-05","academic dishonesty","parent conference","chs","Student caught plagiarizing material from an unknown source during English class. Student showed defiance, claiming innocence despite clear evidence. Parent conference ordered to address dishonesty and attitude towards academic integrity."
"738","g3VxFSZQ","2024-12-05","2024-12-05","altercation","suspension","chs","Altercation occurred during lunch hour in cafeteria. Student was loud and aggressive, threw food at another student. Refused to calm down despite staff intervention. Reports of prior conflict between students."
"739","qjfacZZJ","2024-12-05","2024-12-05","academic dishonesty","suspension","ajh","Student was caught using a smartwatch during a test, attempting to discreetly access banned information. Despite warnings, student continued cheating, displaying a lack of remorse when confronted. Staff noted student's calm demeanor throughout the incident, which heightened the seriousness of the offense."
"740","uK3xqn09","2024-12-05","2024-12-05","theft","suspension","chs","Student was caught stealing multiple items from a teacher's desk during lunch break. Despite repeated warnings, they showed no remorse. The severity of the theft and lack of cooperation warranted a suspension."
"741","SY8VGSEu","2024-12-05","2024-12-05","altercation","suspension","chs","Altercation in cafeteria during lunch, student displayed aggressive behavior, involved food throwing. Staff intervened after student stood on table, shouting."
"742","tGNIP549","2024-12-05","2024-12-05","academic dishonesty","suspension","ajh","Student was caught using a smartwatch during a test, accessing answers surreptitiously. Despite repeated warnings, student continued cheating. Displayed indifference and disbelief when confronted, claiming innocence despite clear evidence."
"743","CwE9ImRj","2024-12-05","2024-12-05","academic dishonesty","ISS","chs","Student caught plagiarizing a Wikipedia article for a history project. Tried to pass off outdated facts as their own research. Showed no remorse or understanding of the severity of their actions. ISS is necessary to address this blatant disregard for academic integrity."
"744","AN181xXN","2024-12-05","2024-12-05","academic dishonesty","ISS","chs","Student caught plagiarizing a Wikipedia article for a history project. Initially denied, then tearfully admitted. Dropped a highlighter during my lecture. Seemed remorseful but needs a reality check."
"745","cGRvOPAq","2024-12-05","2024-12-05","academic dishonesty","parent conference","bjh","Student was caught using a cheat sheet during a morning math exam. Despite initial denial, student eventually admitted their actions but remained defiant during the discussion. Their behavior was concerning, and a parent conference is necessary to address the seriousness of the situation."
"746","rozvsZeG","2024-12-05","2024-12-05","dress code","warning","chs","Student received a warning for violating dress code - wearing pajama pants at 10:30 am. Student claimed it was a ""new fashion statement."" A reminder was given about appropriate attire."
"747","cFjfq5zv","2024-12-05","2024-12-05","dress code","ISS","chs","Student's attire violated policy with excessive piercings, ripped jeans, and inappropriate slogans. Despite multiple warnings, student showed defiance and argued during confrontation. ISS assigned for further review."
"748","QD3E7gBA","2024-12-05","2024-12-05","academic dishonesty","ISS","chs","Student caught plagiarizing a Wikipedia article for a history project. Tried to pass off outdated facts as their own research. Showed no remorse or understanding of the severity of their actions. ISS assigned for reflection."
"749","WPnPJHgc","2024-12-05","2024-12-05","academic dishonesty","parent conference","dhs","Student was caught using a cheat sheet inside their pencil case during a morning English exam. Student appeared nervous but eventually admitted to cheating. Paper had doodles of smiley faces. Meeting with parent recommended."
"750","ac5y4ZC3","2024-12-05","2024-12-05","academic dishonesty","parent conference","ajh","Student was observed copying answers during a midterm exam. When confronted, they appeared nervous and avoided eye contact. This is a serious violation of academic integrity policies that we take very seriously. A parent conference has been scheduled to discuss this matter further."
"751","H66vp3h3","2024-12-05","2024-12-05","academic dishonesty","ISS","ajh","Student was caught using a smartwatch to access answers during a math exam. Upon confrontation, student initially denied any wrongdoing but later admitted to cheating. Student appeared nervous and avoided eye contact during the meeting."
"752","q7NESZuV","2024-12-05","2024-12-06","bullying","parent conference","ajh","""Student was observed forcefully taking items from another student during lunchtime, displaying aggressive behavior. Upon confrontation, student showed no remorse or empathy. Parent conference recommended to address concerning behavior."""
"753","gowsuA0x","2024-12-06","2024-12-06","bullying","ISS","chs","Student engaged in persistent name-calling and intimidation towards another student during lunchtime. Student showed no remorse and refused to acknowledge the impact of their actions. ISS assigned."
"754","g8ymAGxj","2024-12-06","2024-12-06","theft","detention","ajh","Student caught stealing multiple packs of gum from the school's cafeteria during lunch. Student appeared nervous and repeatedly glanced around while taking the items. Security footage confirmed the incident."
"755","35io4Jsx","2024-12-06","2024-12-06","theft","parent conference","ajh","""Student was caught stealing multiple calculators from the math department after hours. Showed no remorse when confronted, claiming they were for a 'math project.' Parent conference requested for further discussion."""
"756","Vd4sg5nY","2024-12-06","2024-12-06","academic dishonesty","warning","chs","Student caught plagiarizing an online article during a pop quiz at 10:00 AM. Tried to defend by claiming their cat stepped on the keyboard. Eyebrows raised at their creative excuse."
"757","E5NV3z1c","2024-12-06","2024-12-06","academic dishonesty","parent conference","dhs","Student was caught using a cheat sheet during a morning exam, showing a confident demeanor until confronted. This is a serious breach of academic integrity that we need to address together in a parent conference."
"758","zyIA1LuC","2024-12-06","2024-12-06","dress code","ISS","chs","Student's attire violated policy with excessive piercings, ripped jeans, and a shirt with inappropriate slogan. Despite warnings, student remained defiant and argued during confrontation. ISS assigned for continued disrespect."
"759","HfgZ16kD","2024-12-06","2024-12-06","altercation","suspension","chs","Altercation in cafeteria during lunch, student was combative and threw milk carton across room. Required intervention from multiple staff members."
"760","tdYrzHAK","2024-12-06","2024-12-06","altercation","suspension","chs","Altercation in cafeteria during lunch, student was combative and threw milk carton across room. Refused to follow staff instructions, disrupting entire student body. This behavior will not be tolerated."
"761","d8tzoCe8","2024-12-09","2024-12-09","theft","suspension","chs","Student was caught stealing multiple items from the teacher's lounge, including a microwave, a stack of plates, and a pair of slippers. Student was observed acting suspiciously and attempting to hide the items in a backpack."
"762","LyxmIMem","2024-12-09","2024-12-09","altercation","ISS","chs","Altercation in cafeteria during lunch, student was combative and refused to cooperate with staff. Pots and pans were involved as makeshift shields. No injuries, but a chaotic scene ensued. ISS ordered."
"763","8FvdkQZO","2024-12-09","2024-12-09","altercation","detention","chs","Altercation in cafeteria during lunch, student was combative and threw a lunch tray across the room. Disruption caused chaos among other students. Detention assigned for violent behavior."
"764","B2bGo37Z","2024-12-09","2024-12-09","dress code","detention","chs","Detention issued for student violating dress code: wearing pajama pants in class. Student showed defiance, claiming they overslept. Reminder sent home about appropriate attire."
"765","mTszQ31C","2024-12-09","2024-12-09","bullying","detention","ajh","Student engaged in persistent name-calling and intimidation towards other students during lunch period. Showed defiance and lack of remorse when confronted, even after multiple warnings. Incident involved throwing food at a peer and subsequent mocking."
"766","X6OZNqoi","2024-12-09","2024-12-09","bullying","detention","ajh","Student engaged in persistent name-calling and intimidation towards other students during lunch period. Showed defiance and lack of remorse when confronted, even after an odd incident involving stealing another student's lunch. Detention is ordered to address behavior."
"767","xxiX2y0w","2024-12-09","2024-12-09","altercation","ISS","chs","Altercation in cafeteria during lunch, student was combative and refused to cooperate with staff. Pots and pans were thrown, resulting in chaos. Student finally restrained by security."
"768","XK1WyXL5","2024-12-09","2024-12-09","academic dishonesty","detention","ajh","Student was caught using a smartwatch during a test, attempting to discreetly access banned materials. Despite reminders, student continued cheating until caught. Student's confident demeanor shifted to nervousness when confronted."
"769","CjBSBhOV","2024-12-09","2024-12-09","theft","suspension","chs","Student was caught stealing multiple packs of gum from the school store during lunchtime. They were uncooperative, claiming they were ""just borrowing."" This behavior will not be tolerated."
"770","0fWXSAp8","2024-12-08","2024-12-09","altercation","suspension","chs","Altercation in cafeteria during lunch, involving yelling and pushing. Student was confrontational and refused to listen to staff. Spilled trays and chaos ensued. Religious pamphlets scattered everywhere after student's backpack opened during scuffle."
